"taskType","objectInfo","location","eventSeriesId","eventId","jobInstanceId","status","startTime","endTime","hasJob","numberOfRetries","previousSuccessfulJobTime","nodeIds","isFirstFullSnapshot","eventDate"
"Backup","@{objectId=VcdVapp:::70d9df90-298b-4f75-83ef-c19f5587d896; objectName=vApp_subba.thota@datavail.com_1; objectType=VcdVapp}","DATAVA02\Tenant Portal","73a2dd46-a177-4a22-be89-0514f178dc5a","2020-01-14:01:0:::1578963612659-3f24a1e5-c6be-42e3-9eeb-1d858d3c1f89","VCD_VAPP_SNAPSHOT_70d9df90-298b-4f75-83ef-c19f5587d896:::333","Canceled",,"2020-01-14T01:00:12.650Z","True","0","2020-01-13T01:05:37.965Z","System.Object[]",,"2020-01-14T01:00:12.659Z"
"Backup","@{objectId=VcdVapp:::7982ff6c-bd82-4a11-9024-1f7670bb9e1b; objectName=T5-MSSQL-VAPP1; objectType=VcdVapp}","DATAVA02\Tenant Portal","0b800f90-3724-45af-bfa8-d34c245d9fe3","2020-01-14:01:0:::1578963634174-a5a2ecd4-14a2-4ff9-a0b0-5bad8c73ed45","VCD_VAPP_SNAPSHOT_7982ff6c-bd82-4a11-9024-1f7670bb9e1b:::354","Canceled",,"2020-01-14T01:00:34.165Z","True","0","2020-01-13T01:12:39.017Z","System.Object[]","False","2020-01-14T01:00:34.174Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-79043; objectName=BSE14WS12R2-tYjE; objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","23954dea-f926-449e-9c6d-fde24bd85112","2020-01-14:01:0:::1578963615661-d4c095f7-b37a-4825-b41e-0eb23e4c726c","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-79043:::430","Canceled",,"2020-01-14T01:00:15.655Z","True","0","2020-01-13T01:03:34.350Z","System.Object[]",,"2020-01-14T01:00:15.661Z"
"Backup","@{objectId=VcdVapp:::f20f1ed8-9012-4126-8c61-95064b517ec5; objectName=T3-SHAREPOINT-VAPP1; objectType=VcdVapp}","DATAVA02\Tenant Portal","36ba3890-8fbb-41d1-99af-bbe48c06a180","2020-01-14:01:0:::1578964172471-4f13b7a4-f823-47f5-98a5-1e21c5ea5fb4","VCD_VAPP_SNAPSHOT_f20f1ed8-9012-4126-8c61-95064b517ec5:::374","Canceled",,"2020-01-14T01:09:32.463Z","True","0","2020-01-13T01:24:24.921Z","System.Object[]",,"2020-01-14T01:09:32.471Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-76986; objectName=D-FC-WS16-VM2-7eUW; objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","ed5ae313-0cc8-4c77-bcf9-5ac15aa8765a","2020-01-14:01:0:::1578963839346-89a795c3-8731-4cf6-9c76-4abfafd47281","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-76986:::440","Canceled",,"2020-01-14T01:03:59.339Z","True","0","2020-01-13T01:02:20.429Z","System.Object[]","True","2020-01-14T01:03:59.346Z"
"Backup","@{objectId=VcdVapp:::c54f59ba-ad7a-4c0a-9fd8-d22c028e5783; objectName=DSD17WS16-03-c31f72bf-221a-4cea-b22b-8a7c56e924d9; objectType=VcdVapp}","DATAVA02\Tenant Portal","eab99e8d-2a28-4352-9fec-882750a82cf5","2020-01-14:01:0:::1578963860459-aee533bf-1136-4aab-bc07-b4e9066aead5","VCD_VAPP_SNAPSHOT_c54f59ba-ad7a-4c0a-9fd8-d22c028e5783:::213","Canceled",,"2020-01-14T01:04:20.450Z","True","0","2020-01-13T01:29:16.361Z","System.Object[]","True","2020-01-14T01:04:20.459Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-78803; objectName=BSD8R2WS8R2-RwBr; objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","49296dde-d695-45cd-9ae8-c1b07bba1dce","2020-01-14:01:0:::1578963618842-38096b5d-feaa-4c23-9f8e-b3d0483b02ce","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-78803:::431","Canceled",,"2020-01-14T01:00:18.836Z","True","0","2020-01-13T01:02:05.953Z","System.Object[]",,"2020-01-14T01:00:18.842Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-60382; objectName=B-SP16-WS16 (a23753ac-7982-4daa-a582-f6b56462e710); objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","31a37997-5ca9-42d6-bed6-60afef1058ef","2020-01-14:01:0:::1578963618506-22a851d3-6d86-4f0e-841c-dc80c0854fba","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-60382:::527","Canceled",,"2020-01-14T01:00:18.499Z","True","0","2020-01-13T01:11:23.017Z","System.Object[]",,"2020-01-14T01:00:18.506Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-65810; objectName=B-MyC57-Cen7 (4d5bc3d8-0d23-4b11-8a1b-de9621f790a2); objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","37dfb143-60d5-4920-a8f5-566419e1dfef","2020-01-14:01:0:::1578963615663-84329523-d430-431b-a98d-16672bee4a68","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-65810:::495","Canceled",,"2020-01-14T01:00:15.655Z","True","0","2020-01-13T01:01:40.844Z","System.Object[]",,"2020-01-14T01:00:15.663Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-28200; objectName=CWPWPSQL (0205a27b-d0bc-4d81-b282-81bfe05dec17); objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","3505f01b-aa5d-4810-b84a-3a339503365f","2020-01-14:01:0:::1578963616087-78b02d01-0bc6-411c-865f-8d18b11a2030","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-28200:::414","Canceled",,"2020-01-14T01:00:16.075Z","True","0","2020-01-14T01:11:36.911Z","System.Object[]","False","2020-01-14T01:00:16.087Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-27905; objectName=DataShare2 (eddf69d0-9bac-41fb-bfbc-a29020bb14c9); objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","efd0991e-0cad-45bf-96cb-e35c865149b8","2020-01-14:01:0:::1578963618506-fc865e3b-2c6c-4745-b90b-8b13f6d95d86","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-27905:::420","Canceled",,"2020-01-14T01:00:18.498Z","True","0","2020-01-14T01:18:22.812Z","System.Object[]","False","2020-01-14T01:00:18.506Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-182591; objectName=BCHPWDS01-MF2G; objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","9d079657-cca7-4985-89e4-90755d6288ad","2020-01-14:01:0:::1578963615873-01815b9c-4940-4562-b51d-825af83af1b1","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-182591:::1","Canceled",,"2020-01-14T01:00:15.858Z","True","0","2020-01-14T01:23:14.049Z","System.Object[]","False","2020-01-14T01:00:15.873Z"
"Backup","@{objectId=VcdVapp:::a1f54a33-6949-4d7c-ad56-ce00fe4ad965; objectName=T4-MSSQL-VAPP1; objectType=VcdVapp}","DATAVA02\Tenant Portal","50c95bc5-7939-4ac8-9941-98844c2ecb83","2020-01-14:01:0:::1578963939864-d904255d-17a0-4978-9af3-356335044b09","VCD_VAPP_SNAPSHOT_a1f54a33-6949-4d7c-ad56-ce00fe4ad965:::353","Canceled",,"2020-01-14T01:05:39.855Z","True","0","2020-01-13T01:27:27.701Z","System.Object[]","True","2020-01-14T01:05:39.864Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-200192; objectName=BCHPPRT01-6LYo; objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","311c25a1-4a0c-4955-a2cb-cef34db99b85","2020-01-14:01:0:::1578963630384-5511349a-b069-40f4-8579-5952bde0ebe0","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-200192:::1","Canceled",,"2020-01-14T01:00:30.378Z","True","0","2020-01-14T01:12:02.641Z","System.Object[]","False","2020-01-14T01:00:30.384Z"
"Backup","@{objectId=VcdVapp:::8ed704fe-28e7-460d-9991-3a71337f1009; objectName=ACLSRHEL6 -2d1649af-8aae-4c80-bb78-417dd4ae22d6; objectType=VcdVapp}","DATAVA02\Tenant Portal","992b40ed-3c7a-428a-91aa-1bca441c7360","2020-01-14:01:0:::1578963862814-ff528aa1-6d76-4502-8627-cb0ab0ef8ac7","VCD_VAPP_SNAPSHOT_8ed704fe-28e7-460d-9991-3a71337f1009:::49","Canceled",,"2020-01-14T01:04:22.806Z","True","0","2020-01-13T01:25:19.582Z","System.Object[]","False","2020-01-14T01:04:22.814Z"
"Backup","@{objectId=VcdVapp:::9dcd09d6-725f-4b27-92df-47eac331af5a; objectName=BSD14WS12R2-VAPP; objectType=VcdVapp}","DATAVA02\Tenant Portal","9d38f76d-45fb-403f-b4aa-7ee48315ab74","2020-01-14:01:0:::1578963924995-ec97fccb-a4c7-4502-89f1-a1280dda07db","VCD_VAPP_SNAPSHOT_9dcd09d6-725f-4b27-92df-47eac331af5a:::374","Canceled",,"2020-01-14T01:05:24.986Z","True","0","2020-01-13T01:12:41.140Z","System.Object[]",,"2020-01-14T01:05:24.995Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-28313; objectName=ESC (fde95d8b-10f7-47db-9262-da296f8401cf); objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","ed27ffaf-ea9f-4fe6-b818-eb396bc5c7bb","2020-01-14:01:0:::1578963615790-32871560-2a0d-439e-929e-7ee0bd9da824","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-28313:::402","Canceled",,"2020-01-14T01:00:15.783Z","True","0","2020-01-14T01:22:04.919Z","System.Object[]","False","2020-01-14T01:00:15.790Z"
"Backup","@{objectId=VcdVapp:::b2184a90-e6e9-44a8-a4e7-2aa657472fdf; objectName=D-SD14WS12-D1; objectType=VcdVapp}","DATAVA02\Tenant Portal","dea59577-de7c-4bc3-9190-acc23ee4722a","2020-01-14:01:0:::1578963622892-342791a2-7cf8-453e-b857-118d917eaf8d","VCD_VAPP_SNAPSHOT_b2184a90-e6e9-44a8-a4e7-2aa657472fdf:::261","Canceled",,"2020-01-14T01:00:22.884Z","True","0","2020-01-13T01:13:43.762Z","System.Object[]","True","2020-01-14T01:00:22.892Z"
"Backup","@{objectId=VcdVapp:::a6289a9d-8a09-4268-9d81-35ee22da501c; objectName=openfiler server; objectType=VcdVapp}","DATAVA02\Tenant Portal","47d27e72-ba79-43a0-8954-9b674f300dad","2020-01-14:01:0:::1578963862815-d83a5547-988f-4ee3-b0a1-c2dae4194755","VCD_VAPP_SNAPSHOT_a6289a9d-8a09-4268-9d81-35ee22da501c:::80","Canceled",,"2020-01-14T01:04:22.806Z","True","0","2020-01-13T01:19:18.721Z","System.Object[]","False","2020-01-14T01:04:22.815Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-192298; objectName=BCHPDC04-gGjZ; objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","c7f8eccf-c481-4ae3-b3cd-733314ea4b77","2020-01-14:01:0:::1578963618508-e819582e-460c-4841-b01a-01102d16a709","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-192298:::1","Canceled",,"2020-01-14T01:00:18.499Z","True","0","2020-01-14T01:17:43.467Z","System.Object[]","False","2020-01-14T01:00:18.508Z"
"Backup","@{objectId=VcdVapp:::79afc19d-3a6c-475e-9e51-9a3de09c0251; objectName=ACC-ManagedCloud; objectType=VcdVapp}","DATAVA02\Tenant Portal","c65137f5-347b-4331-8237-841a88c0e04f","2020-01-14:01:0:::1578963634276-fbfa5702-7104-4be3-8f80-5f6407782fa3","VCD_VAPP_SNAPSHOT_79afc19d-3a6c-475e-9e51-9a3de09c0251:::84","Canceled",,"2020-01-14T01:00:34.268Z","True","0","2020-01-13T01:15:37.566Z","System.Object[]","True","2020-01-14T01:00:34.276Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-23194; objectName=BCHPLMC01 (92b343ce-6da3-475e-9a0d-e8a8c5a62e69); objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","940a921e-61e3-478f-b4e0-aa56276b2fd7","2020-01-14:01:0:::1578963612653-08432b15-9f58-4737-9847-3413eba0592c","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-23194:::458","Canceled",,"2020-01-14T01:00:12.645Z","True","0","2020-01-14T01:17:43.882Z","System.Object[]","False","2020-01-14T01:00:12.653Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-154647; objectName=TOS11RHEL67-02-EBhj; objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","97bdca9e-d50e-4388-bfab-0a7c269f5f54","2020-01-14:01:0:::1578963615664-9019d843-98e5-4e09-8b8c-3b93f422f23d","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-154647:::173","Canceled",,"2020-01-14T01:00:15.655Z","True","0","2020-01-13T01:13:25.578Z","System.Object[]",,"2020-01-14T01:00:15.664Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-64156; objectName=B-SSE12-WS12R2; objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","f94f22e1-a99b-47f3-9dde-89998f5119bb","2020-01-14:01:0:::1578963836714-65601d6b-2be1-4e0e-8af6-e47a82e6578e","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-64156:::503","Canceled",,"2020-01-14T01:03:56.708Z","True","0","2020-01-13T01:05:30.869Z","System.Object[]",,"2020-01-14T01:03:56.714Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-68303; objectName=BSD12WS12R2AON1; objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","2d488471-f26e-4fc6-97f5-4cd1ebffd87c","2020-01-14:01:0:::1578963983138-5dd84476-fcd9-4808-87bc-52b4bcb5c0bc","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-68303:::481","Canceled",,"2020-01-14T01:06:23.131Z","True","0","2020-01-13T01:09:35.450Z","System.Object[]",,"2020-01-14T01:06:23.138Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-28753; objectName=CWPWTSGW (19698225-0cea-47b5-9360-f3e721cca521); objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","2c6757e0-94ba-4461-8e16-cadfa810c174","2020-01-14:01:0:::1578963836711-f28a02bd-8ed7-47d8-a5f5-9280999a51c1","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-28753:::405","Canceled",,"2020-01-14T01:03:56.705Z","True","0","2020-01-14T01:13:32.681Z","System.Object[]","False","2020-01-14T01:03:56.711Z"
"Backup","@{objectId=VcdVapp:::849508a6-2e08-44dc-a681-27ddd222160d; objectName=T-WSFC-VAPP1; objectType=VcdVapp}","DATAVA02\Tenant Portal","570f2efd-a13b-4cc2-9ece-06c6f1ee7f19","2020-01-14:01:0:::1578963752507-78661c39-6031-4412-b975-78f0684f7208","VCD_VAPP_SNAPSHOT_849508a6-2e08-44dc-a681-27ddd222160d:::375","Canceled",,"2020-01-14T01:02:32.499Z","True","0","2020-01-13T01:11:23.865Z","System.Object[]","True","2020-01-14T01:02:32.507Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-80021; objectName=TOS122WD16-01-575A; objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","c40ad786-d6b3-4578-87c5-1ddee7b8f730","2020-01-14:01:0:::1578963973225-29076be3-8b09-4612-8ce6-9b7f29d6ae50","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-80021:::426","Canceled",,"2020-01-14T01:06:13.217Z","True","0","2020-01-13T01:17:51.380Z","System.Object[]","True","2020-01-14T01:06:13.225Z"
"Backup","@{objectId=VcdVapp:::e530bd60-16eb-4b0c-b6d7-9618f70032cd; objectName=B-SP16-WS16; objectType=VcdVapp}","DATAVA02\Tenant Portal","47f035c5-7290-457d-86d1-22269bbae9fd","2020-01-14:01:0:::1578964017616-a34ea48b-adae-4474-84a4-65d7ff221a9c","VCD_VAPP_SNAPSHOT_e530bd60-16eb-4b0c-b6d7-9618f70032cd:::374","Canceled",,"2020-01-14T01:06:57.609Z","True","0","2020-01-13T01:17:42.941Z","System.Object[]",,"2020-01-14T01:06:57.616Z"
"Backup","@{objectId=VcdVapp:::f07ad252-7c61-460a-be3d-aa5a5597f76e; objectName=T2-MSSQL-VAPP1; objectType=VcdVapp}","DATAVA02\Tenant Portal","1f1b3708-ee6c-497a-8818-fc1b641b2df5","2020-01-14:01:0:::1578963969530-7c54c807-db0e-4bdb-a57b-e9461f34a6f5","VCD_VAPP_SNAPSHOT_f07ad252-7c61-460a-be3d-aa5a5597f76e:::349","Canceled",,"2020-01-14T01:06:09.520Z","True","0","2020-01-13T01:40:08.681Z","System.Object[]","False","2020-01-14T01:06:09.530Z"
"Backup","@{objectId=VcdVapp:::4b014cb1-e260-48f7-90fa-3e4685a47a2a; objectName=D2WS16-SD17; objectType=VcdVapp}","DATAVA02\Tenant Portal","145ca7dd-23d8-43f5-ade7-b2b4b5d0139b","2020-01-14:01:0:::1578963626958-f913fa4a-3d9c-430c-9c90-db1c1ed79d1b","VCD_VAPP_SNAPSHOT_4b014cb1-e260-48f7-90fa-3e4685a47a2a:::361","Canceled",,"2020-01-14T01:00:26.950Z","True","0","2020-01-13T01:04:14.839Z","System.Object[]","False","2020-01-14T01:00:26.958Z"
"Backup","@{objectId=VirtualMachine:::bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-28748; objectName=CWPWTS-27 (af653ad8-e00b-4cc1-82e0-16b63fb5cf99); objectType=VmwareVm}","ny2p1-p-vctr01.redicloud.local","cb35d97e-a905-4d6d-b00a-49aa5eb4e3fa","2020-01-14:01:0:::1578963618976-61a2d5df-b028-45b7-8cd7-edf5c6c7a4f1","CREATE_VMWARE_SNAPSHOT_bbee8e36-0deb-4402-a1a0-8426f5643a12-vm-28748:::399","Canceled",,"2020-01-14T01:00:18.970Z","True","0","2020-01-14T01:18:51.658Z","System.Object[]","False","2020-01-14T01:00:18.976Z"
